https://github.com/jenkinsci/jenkins,d2fa87606246e1f1dc1450d7199778343945197e,core,hudson.util.RobustReflectionConverterTest.classOwnership,ID,,,
https://github.com/apache/ignite-3,a1aa7fd4e2398c72827777ec5417d67915ff4da3,modules/configuration,org.apache.ignite.internal.configuration.notifications.ConfigurationListenerTest.polymorphicParentFieldChangeNotificationHappens,ID,,,
https://github.com/apache/hudi,9c059ef8e574616ceac5595204273244e37fd6a5,hudi-common,org.apache.hudi.common.table.timeline.TestHoodieActiveTimeline.testCreateNewInstantTime,ID,,,
https://github.com/apache/nifi,2bd752d868a8f3e36113b078bb576cf054e945e8,nifi-nar-bundles/nifi-hadoop-bundle/nifi-hdfs-processors,org.apache.nifi.processors.hadoop.TestGetHDFSFileInfo.testRecursiveGroupDirToAttributes,ID,,,
https://github.com/alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.fserver.TestSplitTransactionOnCluster,ID,,,
https://github.com/GoogleCloudPlatform/DataflowTemplates,5094c7b39de511c9ed441d9fde28553a88f68e4b,.,com.google.cloud.teleport.bigtable.CassandraRowMapperFnTest.testListColumn,ID,,,
https://github.com/spring-projects/spring-data-couchbase,8c1a24c61934fff283a540fa830aa516db9a1059,.,org.springframework.data.couchbase.core.mapping.MappingCouchbaseConverterTests.idHasMultiplePrefixesAndSuffixesSameOrder,ID,,,
https://github.com/apache/flink,23c9b5ac50d04d28a34a87c78eb2d3331c06b74b,flink-libraries/flink-cep,org.apache.flink.cep.operator.CEPOperatorTest.testCEPOperatorComparatorProcessTime,ID,,,
https://github.com/apache/ignite-3,a1aa7fd4e2398c72827777ec5417d67915ff4da3,modules/configuration,org.apache.ignite.internal.configuration.util.ConfigurationUtilTest,ID,,,
https://github.com/apache/ignite-3,a1aa7fd4e2398c72827777ec5417d67915ff4da3,modules/sql-engine,org.apache.ignite.internal.sql.engine.exec.MockedStructuresTest.createTableWithDataStorageOptions,ID,,,
